id,title,description,availability,condition,price,link,image_link,brand,google_product_category,product_type,additional_image_link,sale_price,item_group_id,color,size,material,gender,age_group,custom_label_0,custom_label_1,custom_label_2,custom_label_3,custom_label_4
32df07ae-ba76-459c-86ea-b2fe5ea4bbac_en,Brazil - 1000g saffron Ground grains,"We are proud of the flavor of Emirati Arabic coffee, prepared according to its origins, from selecting green coffee beans and roasting them with love until adding cardamom and saffron. Enjoy a unique experience to learn about our traditions and culture.",in stock,new,156.00 AED,https://thegreenroasteries.com/product/brazil,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636669/greenroasteries/variations/variations/ARABICA-Brazil_var_32df07ae-ba76-459c-86ea-b2fe5ea4bbac.webp,Green Roasteries,"Food, Beverages & Tobacco > Beverages > Coffee",ARABIC COFFEE,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636722/greenroasteries/gallery/gallery/ARABICA-Brazil_img_095eda2a-7036-4fa9-b43a-984da71ab8ec.webp,,8bb07130-5531-4201-a8e6-d949948e5508,Brown,1000g,Coffee,unisex,adult,en,Brazil,ARABIC COFFEE,saffron,Ground grains
ba289b9a-6339-4e7b-9c06-f9ae7e6c1dae_ar,برازيـــل - 500g هيل حبوب كاملة,نفخر بنكهة القهوة العربية اإلماراتية المحضرة حسب أصولها، بدءا من انتقاء حبوب البن الخضراء وتحميصها بكل حب حتى ً إضافة الهيل والزعفران، استمتع بتجربة فريدة للتعرف على تقاليدنا وثقافتنا.,in stock,new,79.95 AED,https://thegreenroasteries.com/product/brazil?lang=ar,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636359/greenroasteries/variations/variations/ARABICA-Brazil_var_ba289b9a-6339-4e7b-9c06-f9ae7e6c1dae.webp,المحامص الخضراء,"Food, Beverages & Tobacco > Beverages > Coffee",القهوة العربية,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636722/greenroasteries/gallery/gallery/ARABICA-Brazil_img_095eda2a-7036-4fa9-b43a-984da71ab8ec.webp,,8bb07130-5531-4201-a8e6-d949948e5508,Brown,500g,قهوة,unisex,adult,ar,Brazil,القهوة العربية,هيل,حبوب كاملة
faebcf18-7cd2-4bf5-8278-c20a7bc16c5a_ar,برازيـــل - 1000g هيل حبوب مطحونة,نفخر بنكهة القهوة العربية اإلماراتية المحضرة حسب أصولها، بدءا من انتقاء حبوب البن الخضراء وتحميصها بكل حب حتى ً إضافة الهيل والزعفران، استمتع بتجربة فريدة للتعرف على تقاليدنا وثقافتنا.,in stock,new,174.00 AED,https://thegreenroasteries.com/product/brazil?lang=ar,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636373/greenroasteries/variations/variations/ARABICA-Brazil_var_faebcf18-7cd2-4bf5-8278-c20a7bc16c5a.webp,المحامص الخضراء,"Food, Beverages & Tobacco > Beverages > Coffee",القهوة العربية,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636722/greenroasteries/gallery/gallery/ARABICA-Brazil_img_095eda2a-7036-4fa9-b43a-984da71ab8ec.webp,,8bb07130-5531-4201-a8e6-d949948e5508,Brown,1000g,قهوة,unisex,adult,ar,Brazil,القهوة العربية,هيل,حبوب مطحونة
c6c3b5cf-09dd-4940-b658-ac8ac7387ce8_ar,برازيـــل - 250g هيل حبوب كاملة,نفخر بنكهة القهوة العربية اإلماراتية المحضرة حسب أصولها، بدءا من انتقاء حبوب البن الخضراء وتحميصها بكل حب حتى ً إضافة الهيل والزعفران، استمتع بتجربة فريدة للتعرف على تقاليدنا وثقافتنا.,in stock,new,45.95 AED,https://thegreenroasteries.com/product/brazil?lang=ar,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636416/greenroasteries/variations/variations/ARABICA-Brazil_var_c6c3b5cf-09dd-4940-b658-ac8ac7387ce8.webp,المحامص الخضراء,"Food, Beverages & Tobacco > Beverages > Coffee",القهوة العربية,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636722/greenroasteries/gallery/gallery/ARABICA-Brazil_img_095eda2a-7036-4fa9-b43a-984da71ab8ec.webp,,8bb07130-5531-4201-a8e6-d949948e5508,Brown,250g,قهوة,unisex,adult,ar,Brazil,القهوة العربية,هيل,حبوب كاملة
120ead2e-03a9-4ec8-8e87-2abccef261c0_ar,برازيـــل - 250g زعفران حبوب كاملة,نفخر بنكهة القهوة العربية اإلماراتية المحضرة حسب أصولها، بدءا من انتقاء حبوب البن الخضراء وتحميصها بكل حب حتى ً إضافة الهيل والزعفران، استمتع بتجربة فريدة للتعرف على تقاليدنا وثقافتنا.,in stock,new,43.95 AED,https://thegreenroasteries.com/product/brazil?lang=ar,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636519/greenroasteries/variations/variations/ARABICA-Brazil_var_120ead2e-03a9-4ec8-8e87-2abccef261c0.webp,المحامص الخضراء,"Food, Beverages & Tobacco > Beverages > Coffee",القهوة العربية,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636722/greenroasteries/gallery/gallery/ARABICA-Brazil_img_095eda2a-7036-4fa9-b43a-984da71ab8ec.webp,,8bb07130-5531-4201-a8e6-d949948e5508,Brown,250g,قهوة,unisex,adult,ar,Brazil,القهوة العربية,زعفران,حبوب كاملة
aa382756-5734-48da-98ec-c87524fd6092_ar,برازيـــل - 500g هيل و زعفران حبوب مطحونة,نفخر بنكهة القهوة العربية اإلماراتية المحضرة حسب أصولها، بدءا من انتقاء حبوب البن الخضراء وتحميصها بكل حب حتى ً إضافة الهيل والزعفران، استمتع بتجربة فريدة للتعرف على تقاليدنا وثقافتنا.,in stock,new,96.00 AED,https://thegreenroasteries.com/product/brazil?lang=ar,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636521/greenroasteries/variations/variations/ARABICA-Brazil_var_aa382756-5734-48da-98ec-c87524fd6092.webp,المحامص الخضراء,"Food, Beverages & Tobacco > Beverages > Coffee",القهوة العربية,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636722/greenroasteries/gallery/gallery/ARABICA-Brazil_img_095eda2a-7036-4fa9-b43a-984da71ab8ec.webp,,8bb07130-5531-4201-a8e6-d949948e5508,Brown,500g,قهوة,unisex,adult,ar,Brazil,القهوة العربية,هيل و زعفران,حبوب مطحونة
cdd74ae7-0d0d-405e-91ba-da9708601d4e_ar,برازيـــل - 1000g زعفران حبوب كاملة,نفخر بنكهة القهوة العربية اإلماراتية المحضرة حسب أصولها، بدءا من انتقاء حبوب البن الخضراء وتحميصها بكل حب حتى ً إضافة الهيل والزعفران، استمتع بتجربة فريدة للتعرف على تقاليدنا وثقافتنا.,in stock,new,156.00 AED,https://thegreenroasteries.com/product/brazil?lang=ar,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636522/greenroasteries/variations/variations/ARABICA-Brazil_var_cdd74ae7-0d0d-405e-91ba-da9708601d4e.webp,المحامص الخضراء,"Food, Beverages & Tobacco > Beverages > Coffee",القهوة العربية,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636722/greenroasteries/gallery/gallery/ARABICA-Brazil_img_095eda2a-7036-4fa9-b43a-984da71ab8ec.webp,,8bb07130-5531-4201-a8e6-d949948e5508,Brown,1000g,قهوة,unisex,adult,ar,Brazil,القهوة العربية,زعفران,حبوب كاملة
27f6b9fe-4823-4253-9794-a30db9c58415_ar,برازيـــل - 250g هيل و زعفران حبوب كاملة,نفخر بنكهة القهوة العربية اإلماراتية المحضرة حسب أصولها، بدءا من انتقاء حبوب البن الخضراء وتحميصها بكل حب حتى ً إضافة الهيل والزعفران، استمتع بتجربة فريدة للتعرف على تقاليدنا وثقافتنا.,in stock,new,55.95 AED,https://thegreenroasteries.com/product/brazil?lang=ar,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636524/greenroasteries/variations/variations/ARABICA-Brazil_var_27f6b9fe-4823-4253-9794-a30db9c58415.webp,المحامص الخضراء,"Food, Beverages & Tobacco > Beverages > Coffee",القهوة العربية,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636722/greenroasteries/gallery/gallery/ARABICA-Brazil_img_095eda2a-7036-4fa9-b43a-984da71ab8ec.webp,,8bb07130-5531-4201-a8e6-d949948e5508,Brown,250g,قهوة,unisex,adult,ar,Brazil,القهوة العربية,هيل و زعفران,حبوب كاملة
6520488d-84b1-4ec8-b528-612f8afa7fed_ar,برازيـــل - 500g زعفران حبوب كاملة,نفخر بنكهة القهوة العربية اإلماراتية المحضرة حسب أصولها، بدءا من انتقاء حبوب البن الخضراء وتحميصها بكل حب حتى ً إضافة الهيل والزعفران، استمتع بتجربة فريدة للتعرف على تقاليدنا وثقافتنا.,in stock,new,89.95 AED,https://thegreenroasteries.com/product/brazil?lang=ar,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636525/greenroasteries/variations/variations/ARABICA-Brazil_var_6520488d-84b1-4ec8-b528-612f8afa7fed.webp,المحامص الخضراء,"Food, Beverages & Tobacco > Beverages > Coffee",القهوة العربية,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636722/greenroasteries/gallery/gallery/ARABICA-Brazil_img_095eda2a-7036-4fa9-b43a-984da71ab8ec.webp,,8bb07130-5531-4201-a8e6-d949948e5508,Brown,500g,قهوة,unisex,adult,ar,Brazil,القهوة العربية,زعفران,حبوب كاملة
e9ca4489-b990-4ef1-8502-e0e97588acc9_ar,برازيـــل - 500g هيل و زعفران حبوب كاملة,نفخر بنكهة القهوة العربية اإلماراتية المحضرة حسب أصولها، بدءا من انتقاء حبوب البن الخضراء وتحميصها بكل حب حتى ً إضافة الهيل والزعفران، استمتع بتجربة فريدة للتعرف على تقاليدنا وثقافتنا.,in stock,new,96.00 AED,https://thegreenroasteries.com/product/brazil?lang=ar,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636527/greenroasteries/variations/variations/ARABICA-Brazil_var_e9ca4489-b990-4ef1-8502-e0e97588acc9.webp,المحامص الخضراء,"Food, Beverages & Tobacco > Beverages > Coffee",القهوة العربية,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636722/greenroasteries/gallery/gallery/ARABICA-Brazil_img_095eda2a-7036-4fa9-b43a-984da71ab8ec.webp,,8bb07130-5531-4201-a8e6-d949948e5508,Brown,500g,قهوة,unisex,adult,ar,Brazil,القهوة العربية,هيل و زعفران,حبوب كاملة
b3b55b51-6f3f-4edc-93a8-cb116ea6df6c_ar,برازيـــل - 1000g هيل و زعفران حبوب كاملة,نفخر بنكهة القهوة العربية اإلماراتية المحضرة حسب أصولها، بدءا من انتقاء حبوب البن الخضراء وتحميصها بكل حب حتى ً إضافة الهيل والزعفران، استمتع بتجربة فريدة للتعرف على تقاليدنا وثقافتنا.,in stock,new,165.00 AED,https://thegreenroasteries.com/product/brazil?lang=ar,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636528/greenroasteries/variations/variations/ARABICA-Brazil_var_b3b55b51-6f3f-4edc-93a8-cb116ea6df6c.webp,المحامص الخضراء,"Food, Beverages & Tobacco > Beverages > Coffee",القهوة العربية,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636722/greenroasteries/gallery/gallery/ARABICA-Brazil_img_095eda2a-7036-4fa9-b43a-984da71ab8ec.webp,,8bb07130-5531-4201-a8e6-d949948e5508,Brown,1000g,قهوة,unisex,adult,ar,Brazil,القهوة العربية,هيل و زعفران,حبوب كاملة
a0779d5d-9560-4c75-bed2-4546f5598207_ar,برازيـــل - 500g زعفران حبوب مطحونة,نفخر بنكهة القهوة العربية اإلماراتية المحضرة حسب أصولها، بدءا من انتقاء حبوب البن الخضراء وتحميصها بكل حب حتى ً إضافة الهيل والزعفران، استمتع بتجربة فريدة للتعرف على تقاليدنا وثقافتنا.,in stock,new,89.95 AED,https://thegreenroasteries.com/product/brazil?lang=ar,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636529/greenroasteries/variations/variations/ARABICA-Brazil_var_a0779d5d-9560-4c75-bed2-4546f5598207.webp,المحامص الخضراء,"Food, Beverages & Tobacco > Beverages > Coffee",القهوة العربية,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636722/greenroasteries/gallery/gallery/ARABICA-Brazil_img_095eda2a-7036-4fa9-b43a-984da71ab8ec.webp,,8bb07130-5531-4201-a8e6-d949948e5508,Brown,500g,قهوة,unisex,adult,ar,Brazil,القهوة العربية,زعفران,حبوب مطحونة
ab3928d1-3847-48dc-bc24-b8723180de0d_ar,برازيـــل - 500g هيل حبوب مطحونة,نفخر بنكهة القهوة العربية اإلماراتية المحضرة حسب أصولها، بدءا من انتقاء حبوب البن الخضراء وتحميصها بكل حب حتى ً إضافة الهيل والزعفران، استمتع بتجربة فريدة للتعرف على تقاليدنا وثقافتنا.,in stock,new,79.95 AED,https://thegreenroasteries.com/product/brazil?lang=ar,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636357/greenroasteries/variations/variations/ARABICA-Brazil_var_ab3928d1-3847-48dc-bc24-b8723180de0d.webp,المحامص الخضراء,"Food, Beverages & Tobacco > Beverages > Coffee",القهوة العربية,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636722/greenroasteries/gallery/gallery/ARABICA-Brazil_img_095eda2a-7036-4fa9-b43a-984da71ab8ec.webp,,8bb07130-5531-4201-a8e6-d949948e5508,Brown,500g,قهوة,unisex,adult,ar,Brazil,القهوة العربية,هيل,حبوب مطحونة
0c803d31-d17e-436d-8c6a-05a25c16cd1f_ar,برازيـــل - 250g هيل حبوب مطحونة,نفخر بنكهة القهوة العربية اإلماراتية المحضرة حسب أصولها، بدءا من انتقاء حبوب البن الخضراء وتحميصها بكل حب حتى ً إضافة الهيل والزعفران، استمتع بتجربة فريدة للتعرف على تقاليدنا وثقافتنا.,in stock,new,45.95 AED,https://thegreenroasteries.com/product/brazil?lang=ar,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636515/greenroasteries/variations/variations/ARABICA-Brazil_var_0c803d31-d17e-436d-8c6a-05a25c16cd1f.webp,المحامص الخضراء,"Food, Beverages & Tobacco > Beverages > Coffee",القهوة العربية,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636722/greenroasteries/gallery/gallery/ARABICA-Brazil_img_095eda2a-7036-4fa9-b43a-984da71ab8ec.webp,,8bb07130-5531-4201-a8e6-d949948e5508,Brown,250g,قهوة,unisex,adult,ar,Brazil,القهوة العربية,هيل,حبوب مطحونة
5d3c573d-fbaa-4506-9443-1d25be2ccf74_ar,برازيـــل - 1000g هيل و زعفران حبوب مطحونة,نفخر بنكهة القهوة العربية اإلماراتية المحضرة حسب أصولها، بدءا من انتقاء حبوب البن الخضراء وتحميصها بكل حب حتى ً إضافة الهيل والزعفران، استمتع بتجربة فريدة للتعرف على تقاليدنا وثقافتنا.,in stock,new,165.00 AED,https://thegreenroasteries.com/product/brazil?lang=ar,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636520/greenroasteries/variations/variations/ARABICA-Brazil_var_5d3c573d-fbaa-4506-9443-1d25be2ccf74.webp,المحامص الخضراء,"Food, Beverages & Tobacco > Beverages > Coffee",القهوة العربية,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636722/greenroasteries/gallery/gallery/ARABICA-Brazil_img_095eda2a-7036-4fa9-b43a-984da71ab8ec.webp,,8bb07130-5531-4201-a8e6-d949948e5508,Brown,1000g,قهوة,unisex,adult,ar,Brazil,القهوة العربية,هيل و زعفران,حبوب مطحونة
59e5e0ad-cfc6-46fb-88d4-d8e1e43979d0_ar,برازيـــل - 250g زعفران حبوب مطحونة,نفخر بنكهة القهوة العربية اإلماراتية المحضرة حسب أصولها، بدءا من انتقاء حبوب البن الخضراء وتحميصها بكل حب حتى ً إضافة الهيل والزعفران، استمتع بتجربة فريدة للتعرف على تقاليدنا وثقافتنا.,in stock,new,43.95 AED,https://thegreenroasteries.com/product/brazil?lang=ar,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636526/greenroasteries/variations/variations/ARABICA-Brazil_var_59e5e0ad-cfc6-46fb-88d4-d8e1e43979d0.webp,المحامص الخضراء,"Food, Beverages & Tobacco > Beverages > Coffee",القهوة العربية,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636722/greenroasteries/gallery/gallery/ARABICA-Brazil_img_095eda2a-7036-4fa9-b43a-984da71ab8ec.webp,,8bb07130-5531-4201-a8e6-d949948e5508,Brown,250g,قهوة,unisex,adult,ar,Brazil,القهوة العربية,زعفران,حبوب مطحونة
0828fe76-0d79-456a-9b2e-27ddceaa4314_ar,برازيـــل - 250g هيل و زعفران حبوب مطحونة,نفخر بنكهة القهوة العربية اإلماراتية المحضرة حسب أصولها، بدءا من انتقاء حبوب البن الخضراء وتحميصها بكل حب حتى ً إضافة الهيل والزعفران، استمتع بتجربة فريدة للتعرف على تقاليدنا وثقافتنا.,in stock,new,55.95 AED,https://thegreenroasteries.com/product/brazil?lang=ar,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636532/greenroasteries/variations/variations/ARABICA-Brazil_var_0828fe76-0d79-456a-9b2e-27ddceaa4314.webp,المحامص الخضراء,"Food, Beverages & Tobacco > Beverages > Coffee",القهوة العربية,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636722/greenroasteries/gallery/gallery/ARABICA-Brazil_img_095eda2a-7036-4fa9-b43a-984da71ab8ec.webp,,8bb07130-5531-4201-a8e6-d949948e5508,Brown,250g,قهوة,unisex,adult,ar,Brazil,القهوة العربية,هيل و زعفران,حبوب مطحونة
09b367ed-201d-4a12-a543-b140a82d6a94_ar,برازيـــل - 1000g هيل حبوب كاملة,نفخر بنكهة القهوة العربية اإلماراتية المحضرة حسب أصولها، بدءا من انتقاء حبوب البن الخضراء وتحميصها بكل حب حتى ً إضافة الهيل والزعفران، استمتع بتجربة فريدة للتعرف على تقاليدنا وثقافتنا.,in stock,new,174.00 AED,https://thegreenroasteries.com/product/brazil?lang=ar,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636667/greenroasteries/variations/variations/ARABICA-Brazil_var_09b367ed-201d-4a12-a543-b140a82d6a94.webp,المحامص الخضراء,"Food, Beverages & Tobacco > Beverages > Coffee",القهوة العربية,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636722/greenroasteries/gallery/gallery/ARABICA-Brazil_img_095eda2a-7036-4fa9-b43a-984da71ab8ec.webp,,8bb07130-5531-4201-a8e6-d949948e5508,Brown,1000g,قهوة,unisex,adult,ar,Brazil,القهوة العربية,هيل,حبوب كاملة
32df07ae-ba76-459c-86ea-b2fe5ea4bbac_ar,برازيـــل - 1000g زعفران حبوب مطحونة,نفخر بنكهة القهوة العربية اإلماراتية المحضرة حسب أصولها، بدءا من انتقاء حبوب البن الخضراء وتحميصها بكل حب حتى ً إضافة الهيل والزعفران، استمتع بتجربة فريدة للتعرف على تقاليدنا وثقافتنا.,in stock,new,156.00 AED,https://thegreenroasteries.com/product/brazil?lang=ar,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636669/greenroasteries/variations/variations/ARABICA-Brazil_var_32df07ae-ba76-459c-86ea-b2fe5ea4bbac.webp,المحامص الخضراء,"Food, Beverages & Tobacco > Beverages > Coffee",القهوة العربية,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636722/greenroasteries/gallery/gallery/ARABICA-Brazil_img_095eda2a-7036-4fa9-b43a-984da71ab8ec.webp,,8bb07130-5531-4201-a8e6-d949948e5508,Brown,1000g,قهوة,unisex,adult,ar,Brazil,القهوة العربية,زعفران,حبوب مطحونة
2e8a1794-41f1-4f9d-acc9-8372d7ac0222_en,Brazilian almond - 500g,"Savor the classic crunch of our Premium Roasted Peanut Kernels. Carefully shelled, dry-roasted to a golden brown, and lightly seasoned with just the right amount of sea salt, these whole peanut halves deliver unbeatable flavor and texture. Perfect for snacking straight from the jar, tossing into trail mix, or adding a protein-packed punch to salads and stir-fries. Rich in plant-based protein, fiber, and heart-healthy unsaturated fats, they’re a nutritious treat that keeps you energized all day long.",in stock,new,67.95 AED,https://thegreenroasteries.com/product/brazilian-almond,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636294/greenroasteries/products/products/WLT-NW.webp,Green Roasteries,"Food, Beverages & Tobacco > Food Items > Snack Foods > Nuts & Seeds",NUTS & DRIED FRUITS,,,bdbda3e8-9ec7-42ba-8e46-18c1995f305d,Brown,500g,Coffee,unisex,adult,en,Premium Origin,NUTS & DRIED FRUITS,Medium Roast,Arabica Beans
0ad957e8-406c-497a-85df-35f11195a9f5_en,Brazilian almond - 1000g,"Savor the classic crunch of our Premium Roasted Peanut Kernels. Carefully shelled, dry-roasted to a golden brown, and lightly seasoned with just the right amount of sea salt, these whole peanut halves deliver unbeatable flavor and texture. Perfect for snacking straight from the jar, tossing into trail mix, or adding a protein-packed punch to salads and stir-fries. Rich in plant-based protein, fiber, and heart-healthy unsaturated fats, they’re a nutritious treat that keeps you energized all day long.",in stock,new,171.95 AED,https://thegreenroasteries.com/product/brazilian-almond,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636294/greenroasteries/products/products/WLT-NW.webp,Green Roasteries,"Food, Beverages & Tobacco > Food Items > Snack Foods > Nuts & Seeds",NUTS & DRIED FRUITS,,,bdbda3e8-9ec7-42ba-8e46-18c1995f305d,Brown,1000g,Coffee,unisex,adult,en,Premium Origin,NUTS & DRIED FRUITS,Medium Roast,Arabica Beans
f3175a8a-a881-4df4-ad54-1d7fe4728406_en,Brazilian almond - 250g,"Savor the classic crunch of our Premium Roasted Peanut Kernels. Carefully shelled, dry-roasted to a golden brown, and lightly seasoned with just the right amount of sea salt, these whole peanut halves deliver unbeatable flavor and texture. Perfect for snacking straight from the jar, tossing into trail mix, or adding a protein-packed punch to salads and stir-fries. Rich in plant-based protein, fiber, and heart-healthy unsaturated fats, they’re a nutritious treat that keeps you energized all day long.",in stock,new,49.95 AED,https://thegreenroasteries.com/product/brazilian-almond,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636294/greenroasteries/products/products/WLT-NW.webp,Green Roasteries,"Food, Beverages & Tobacco > Food Items > Snack Foods > Nuts & Seeds",NUTS & DRIED FRUITS,,,bdbda3e8-9ec7-42ba-8e46-18c1995f305d,Brown,250g,Coffee,unisex,adult,en,Premium Origin,NUTS & DRIED FRUITS,Medium Roast,Arabica Beans
2e8a1794-41f1-4f9d-acc9-8372d7ac0222_ar,اللوز البرازيلي - 500g,استمتع بالقرمشة الكلاسيكية لنواة الفول السوداني المحمصة الفاخرة. مُقشّرة بعناية، ومحمصة جافّة حتى تحوّلها إلى اللون الذهبي، ومرشوشة بملح البحر بكميات تضمن التوازن المثالي في النكهة. تقدم هذه الأنصاف الكاملة طعماً وملمساً لا يُضاهى، مثالية للتناول مباشرةً، أو لإضافتها لمزيج المكسرات والفواكه المجففة، أو لإثراء السلطات والأطباق السريعة بالبروتين. غنية بالبروتين النباتي، والألياف، والدهون غير المشبعة المفيدة للقلب، لتكون وجبة صحية تمنحك الحيوية طوال اليوم.,in stock,new,67.95 AED,https://thegreenroasteries.com/product/brazilian-almond?lang=ar,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636294/greenroasteries/products/products/WLT-NW.webp,المحامص الخضراء,"Food, Beverages & Tobacco > Beverages > Coffee",مكسرات وفواكه مجففة,,,bdbda3e8-9ec7-42ba-8e46-18c1995f305d,Brown,500g,قهوة,unisex,adult,ar,أصل مميز,مكسرات وفواكه مجففة,تحميص متوسط,حبوب عربية
0ad957e8-406c-497a-85df-35f11195a9f5_ar,اللوز البرازيلي - 1000g,استمتع بالقرمشة الكلاسيكية لنواة الفول السوداني المحمصة الفاخرة. مُقشّرة بعناية، ومحمصة جافّة حتى تحوّلها إلى اللون الذهبي، ومرشوشة بملح البحر بكميات تضمن التوازن المثالي في النكهة. تقدم هذه الأنصاف الكاملة طعماً وملمساً لا يُضاهى، مثالية للتناول مباشرةً، أو لإضافتها لمزيج المكسرات والفواكه المجففة، أو لإثراء السلطات والأطباق السريعة بالبروتين. غنية بالبروتين النباتي، والألياف، والدهون غير المشبعة المفيدة للقلب، لتكون وجبة صحية تمنحك الحيوية طوال اليوم.,in stock,new,171.95 AED,https://thegreenroasteries.com/product/brazilian-almond?lang=ar,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636294/greenroasteries/products/products/WLT-NW.webp,المحامص الخضراء,"Food, Beverages & Tobacco > Beverages > Coffee",مكسرات وفواكه مجففة,,,bdbda3e8-9ec7-42ba-8e46-18c1995f305d,Brown,1000g,قهوة,unisex,adult,ar,أصل مميز,مكسرات وفواكه مجففة,تحميص متوسط,حبوب عربية
f3175a8a-a881-4df4-ad54-1d7fe4728406_ar,اللوز البرازيلي - 250g,استمتع بالقرمشة الكلاسيكية لنواة الفول السوداني المحمصة الفاخرة. مُقشّرة بعناية، ومحمصة جافّة حتى تحوّلها إلى اللون الذهبي، ومرشوشة بملح البحر بكميات تضمن التوازن المثالي في النكهة. تقدم هذه الأنصاف الكاملة طعماً وملمساً لا يُضاهى، مثالية للتناول مباشرةً، أو لإضافتها لمزيج المكسرات والفواكه المجففة، أو لإثراء السلطات والأطباق السريعة بالبروتين. غنية بالبروتين النباتي، والألياف، والدهون غير المشبعة المفيدة للقلب، لتكون وجبة صحية تمنحك الحيوية طوال اليوم.,in stock,new,49.95 AED,https://thegreenroasteries.com/product/brazilian-almond?lang=ar,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636294/greenroasteries/products/products/WLT-NW.webp,المحامص الخضراء,"Food, Beverages & Tobacco > Beverages > Coffee",مكسرات وفواكه مجففة,,,bdbda3e8-9ec7-42ba-8e46-18c1995f305d,Brown,250g,قهوة,unisex,adult,ar,أصل مميز,مكسرات وفواكه مجففة,تحميص متوسط,حبوب عربية
835404b5-ce43-4e2b-a684-c286af7a8cb4_en,Cheese Crunchy Peanuts - 250g,"These Spicy Crunchy Peanuts take the classic peanut to new heights with a bold, golden-orange savory coating that delivers an addictive crunch and a kick of heat in every bite. Each peanut is perfectly roasted, then dusted in a proprietary blend of spices—paprika, chili powder, garlic, and a hint of citrus—to balance smoky, spicy, and tangy notes. Ideal for snacking on their own, pairing with cold beverages, or scattering atop salads for a zesty texture boost. They’re a fun, flavor-packed treat that’s hard to stop once you start!",in stock,new,13.95 AED,https://thegreenroasteries.com/product/cheese-crunchy-peanuts,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636652/greenroasteries/variations/variations/NT-SP_var_835404b5-ce43-4e2b-a684-c286af7a8cb4.webp,Green Roasteries,"Food, Beverages & Tobacco > Food Items > Snack Foods > Nuts & Seeds",NUTS & DRIED FRUITS,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636792/greenroasteries/gallery/gallery/NT-SP_img_aa93d02e-22f4-49cb-88ab-5fd849e22f74.webp,,af32fa45-ed79-4cf1-8676-c46568ed9272,Brown,250g,Coffee,unisex,adult,en,Premium Origin,NUTS & DRIED FRUITS,Medium Roast,Arabica Beans
