id,title,description,price,availability,condition,brand,product_type,google_product_category,image_link,link,gtin,mpn,age_group,gender,size,custom_label_0,custom_label_1,custom_label_2,custom_label_3,custom_label_4
cda4fcd9-26b3-4af1-a50a-020375c96ee9,"تحميـــص متـــوازن - 500 g - حبوب كاملة","تعتبر القهوة التركية فريدة من نوعها لدرجة أنها أدرجت في قائمة التراث الثقافي غير المادي لمنظمة اليونسكو في عام ،2013
وذلك بسبب الممارسات الفريدة التي تدخل في إعدادها وتقديمها.",85.00 AED,in stock,new,"المحامص الخضراء","تحميص تركي",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636483/greenroasteries/variations/variations/TRKH-LT_var_cda4fcd9-26b3-4af1-a50a-020375c96ee9.webp,https://thegreenroasteries.com/product/turkish-light,-500G-WB,-500G-WB,adult,unisex,"500 g","Arabic Coffee","تحميص تركي","","حبوب كاملة","UAE"
ca7f4c89-e2a1-4588-8fe2-f22629fbb101,"تحميـــص متـــوازن - 250 g - حبوب كاملة","تعتبر القهوة التركية فريدة من نوعها لدرجة أنها أدرجت في قائمة التراث الثقافي غير المادي لمنظمة اليونسكو في عام ،2013
وذلك بسبب الممارسات الفريدة التي تدخل في إعدادها وتقديمها.",47.95 AED,in stock,new,"المحامص الخضراء","تحميص تركي",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636647/greenroasteries/variations/variations/TRKH-LT_var_ca7f4c89-e2a1-4588-8fe2-f22629fbb101.webp,https://thegreenroasteries.com/product/turkish-light,-250G-WB,-250G-WB,adult,unisex,"250 g","Arabic Coffee","تحميص تركي","","حبوب كاملة","UAE"
54f30ae5-9ff1-4609-bcec-f5066712cd15,"تحميـــص متـــوازن - 500 g - حبوب مطحونة","تعتبر القهوة التركية فريدة من نوعها لدرجة أنها أدرجت في قائمة التراث الثقافي غير المادي لمنظمة اليونسكو في عام ،2013
وذلك بسبب الممارسات الفريدة التي تدخل في إعدادها وتقديمها.",85.00 AED,in stock,new,"المحامص الخضراء","تحميص تركي",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636457/greenroasteries/variations/variations/TRKH-LT_var_54f30ae5-9ff1-4609-bcec-f5066712cd15.webp,https://thegreenroasteries.com/product/turkish-light,-500G-GG,-500G-GG,adult,unisex,"500 g","Arabic Coffee","تحميص تركي","","حبوب مطحونة","UAE"
515dae6e-d3e7-4701-803d-88f1cc845147,"كولومبيـــا توليمـــة - 1 kg - حبوب كاملة","",195.00 AED,in stock,new,"المحامص الخضراء","تحميص الإسبريسو",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636553/greenroasteries/variations/variations/COL-TOL-ESPRSS-ROAS_var_515dae6e-d3e7-4701-803d-88f1cc845147.webp,https://thegreenroasteries.com/product/colombia-tolima-1,ESS-1KG-CTOL-T,ESS-1KG-CTOL-T,adult,unisex,"1 kg","Arabic Coffee","تحميص الإسبريسو","","حبوب كاملة","UAE"
eb249263-1e61-4216-8b30-1ab11084fcc7,"كولومبيـــا توليمـــة - 500 g - حبوب كاملة","",105.00 AED,in stock,new,"المحامص الخضراء","تحميص الإسبريسو",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636577/greenroasteries/variations/variations/COL-TOL-ESPRSS-ROAS_var_eb249263-1e61-4216-8b30-1ab11084fcc7.webp,https://thegreenroasteries.com/product/colombia-tolima-1,ESS-500G-CTOL-T,ESS-500G-CTOL-T,adult,unisex,"500 g","Arabic Coffee","تحميص الإسبريسو","","حبوب كاملة","UAE"
d822f7d6-2fd2-43b5-ad13-b8fcb062c6d0,"كولومبيـــا توليمـــة - 250 g - حبوب كاملة","",59.95 AED,in stock,new,"المحامص الخضراء","تحميص الإسبريسو",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636597/greenroasteries/variations/variations/COL-TOL-ESPRSS-ROAS_var_d822f7d6-2fd2-43b5-ad13-b8fcb062c6d0.webp,https://thegreenroasteries.com/product/colombia-tolima-1,ESS-250G-CTOL-T,ESS-250G-CTOL-T,adult,unisex,"250 g","Arabic Coffee","تحميص الإسبريسو","","حبوب كاملة","UAE"
8665b36f-6d36-40d4-bbab-2d56d1b2800c,"كولومبيـــا توليمـــة - 250 g - حبوب مطحونة","",59.95 AED,in stock,new,"المحامص الخضراء","تحميص الإسبريسو",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636608/greenroasteries/variations/variations/COL-TOL-ESPRSS-ROAS_var_8665b36f-6d36-40d4-bbab-2d56d1b2800c.webp,https://thegreenroasteries.com/product/colombia-tolima-1,ESS-250G-CTOL-G,ESS-250G-CTOL-G,adult,unisex,"250 g","Arabic Coffee","تحميص الإسبريسو","","حبوب مطحونة","UAE"
d26ecb19-da4d-4161-a39f-4d8e648f3ad1,"كولومبيـــا توليمـــة - 1 kg - حبوب مطحونة","",195.00 AED,in stock,new,"المحامص الخضراء","تحميص الإسبريسو",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636555/greenroasteries/variations/variations/COL-TOL-ESPRSS-ROAS_var_d26ecb19-da4d-4161-a39f-4d8e648f3ad1.webp,https://thegreenroasteries.com/product/colombia-tolima-1,ESS-1KG-CTOL-G,ESS-1KG-CTOL-G,adult,unisex,"1 kg","Arabic Coffee","تحميص الإسبريسو","","حبوب مطحونة","UAE"
80d7398e-4687-44ea-972c-ae1725d192be,"كولومبيـــا توليمـــة - 500 g - حبوب مطحونة","",105.00 AED,in stock,new,"المحامص الخضراء","تحميص الإسبريسو",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636571/greenroasteries/variations/variations/COL-TOL-ESPRSS-ROAS_var_80d7398e-4687-44ea-972c-ae1725d192be.webp,https://thegreenroasteries.com/product/colombia-tolima-1,ESS-500G-CTOL-G,ESS-500G-CTOL-G,adult,unisex,"500 g","Arabic Coffee","تحميص الإسبريسو","","حبوب مطحونة","UAE"
4cfc350d-4103-44d3-b25e-d07d84a0dd4b,"تحميـــص داكـــن - 1 kg - حبوب مطحونة","تعتبر القهوة التركية فريدة من نوعها لدرجة أنها أدرجت في قائمة التراث الثقافي غير المادي لمنظمة اليونسكو في عام ،2013
وذلك بسبب الممارسات الفريدة التي تدخل في إعدادها وتقديمها.",155.00 AED,in stock,new,"المحامص الخضراء","تحميص تركي",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636279/greenroasteries/products/products/TRKH-DK.webp,https://thegreenroasteries.com/product/turkish-dark,TRKH-DK-G-1KG,TRKH-DK-G-1KG,adult,unisex,"1 kg","Arabic Coffee","تحميص تركي","","حبوب مطحونة","UAE"
33c0e3af-a4cb-4302-8be4-e3fb06e8b8b9,"تحميـــص داكـــن - 1 kg - حبوب كاملة","تعتبر القهوة التركية فريدة من نوعها لدرجة أنها أدرجت في قائمة التراث الثقافي غير المادي لمنظمة اليونسكو في عام ،2013
وذلك بسبب الممارسات الفريدة التي تدخل في إعدادها وتقديمها.",155.00 AED,in stock,new,"المحامص الخضراء","تحميص تركي",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636279/greenroasteries/products/products/TRKH-DK.webp,https://thegreenroasteries.com/product/turkish-dark,TRKH-DK-T-1KG,TRKH-DK-T-1KG,adult,unisex,"1 kg","Arabic Coffee","تحميص تركي","","حبوب كاملة","UAE"
e6df110a-c1df-4939-aafe-db9c2515f5a0,"تحميـــص داكـــن - 250 g - حبوب كاملة","تعتبر القهوة التركية فريدة من نوعها لدرجة أنها أدرجت في قائمة التراث الثقافي غير المادي لمنظمة اليونسكو في عام ،2013
وذلك بسبب الممارسات الفريدة التي تدخل في إعدادها وتقديمها.",47.95 AED,in stock,new,"المحامص الخضراء","تحميص تركي",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636279/greenroasteries/products/products/TRKH-DK.webp,https://thegreenroasteries.com/product/turkish-dark,TRKH-DK-T-250G,TRKH-DK-T-250G,adult,unisex,"250 g","Arabic Coffee","تحميص تركي","","حبوب كاملة","UAE"
97f96da7-5d53-48f3-ab40-186c36982e32,"تحميـــص داكـــن - 250 g - حبوب مطحونة","تعتبر القهوة التركية فريدة من نوعها لدرجة أنها أدرجت في قائمة التراث الثقافي غير المادي لمنظمة اليونسكو في عام ،2013
وذلك بسبب الممارسات الفريدة التي تدخل في إعدادها وتقديمها.",47.95 AED,in stock,new,"المحامص الخضراء","تحميص تركي",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636279/greenroasteries/products/products/TRKH-DK.webp,https://thegreenroasteries.com/product/turkish-dark,TRKH-DK-G-250G,TRKH-DK-G-250G,adult,unisex,"250 g","Arabic Coffee","تحميص تركي","","حبوب مطحونة","UAE"
ca84924d-ed04-4926-8c7c-d0042b50da3d,"تحميـــص داكـــن - 500 g - حبوب مطحونة","تعتبر القهوة التركية فريدة من نوعها لدرجة أنها أدرجت في قائمة التراث الثقافي غير المادي لمنظمة اليونسكو في عام ،2013
وذلك بسبب الممارسات الفريدة التي تدخل في إعدادها وتقديمها.",85.00 AED,in stock,new,"المحامص الخضراء","تحميص تركي",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636279/greenroasteries/products/products/TRKH-DK.webp,https://thegreenroasteries.com/product/turkish-dark,TRKH-DK-G-500G	,TRKH-DK-G-500G	,adult,unisex,"500 g","Arabic Coffee","تحميص تركي","","حبوب مطحونة","UAE"
9c4ca1ac-4c0e-4c85-a386-941c70ab466e,"تحميـــص داكـــن - 500 g - حبوب كاملة","تعتبر القهوة التركية فريدة من نوعها لدرجة أنها أدرجت في قائمة التراث الثقافي غير المادي لمنظمة اليونسكو في عام ،2013
وذلك بسبب الممارسات الفريدة التي تدخل في إعدادها وتقديمها.",85.00 AED,in stock,new,"المحامص الخضراء","تحميص تركي",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636279/greenroasteries/products/products/TRKH-DK.webp,https://thegreenroasteries.com/product/turkish-dark,TRKH-DK-T-500G,TRKH-DK-T-500G,adult,unisex,"500 g","Arabic Coffee","تحميص تركي","","حبوب كاملة","UAE"
73e28265-9021-4e39-9016-aeaf7370c02d,"خلطـــة الصبـــاح - 500 g - حبوب مطحونة","تعتبر من أشهر مناطق إنتاج القهوة في نيكاراغوا، حيث تتميز بمذاقها السلس والمتوازن باإلضافة إلى نكهة
الشوكوالتة، ويمكن استخدامها لتحضير مجموعة واسعة من أنماط القهوة.",115.00 AED,in stock,new,"المحامص الخضراء","تحميص الإسبريسو",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636581/greenroasteries/variations/variations/ESS-MOR-BL_var_73e28265-9021-4e39-9016-aeaf7370c02d.webp,https://thegreenroasteries.com/product/morning-blend,ESS-500G-MOR-BL,ESS-500G-MOR-BL,adult,unisex,"500 g","Arabic Coffee","تحميص الإسبريسو","","حبوب مطحونة","UAE"
b49bed4f-44c8-41c3-9a90-e6cb83f508b2,"خلطـــة الصبـــاح - 250 g - حبوب مطحونة","تعتبر من أشهر مناطق إنتاج القهوة في نيكاراغوا، حيث تتميز بمذاقها السلس والمتوازن باإلضافة إلى نكهة
الشوكوالتة، ويمكن استخدامها لتحضير مجموعة واسعة من أنماط القهوة.",64.95 AED,in stock,new,"المحامص الخضراء","تحميص الإسبريسو",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636643/greenroasteries/variations/variations/ESS-MOR-BL_var_b49bed4f-44c8-41c3-9a90-e6cb83f508b2.webp,https://thegreenroasteries.com/product/morning-blend,ESS-25G-MOR-BL,ESS-25G-MOR-BL,adult,unisex,"250 g","Arabic Coffee","تحميص الإسبريسو","","حبوب مطحونة","UAE"
c42fab50-df44-430a-aadb-cc28d4f81a2b,"خلطـــة الصبـــاح - 250 g - حبوب كاملة","تعتبر من أشهر مناطق إنتاج القهوة في نيكاراغوا، حيث تتميز بمذاقها السلس والمتوازن باإلضافة إلى نكهة
الشوكوالتة، ويمكن استخدامها لتحضير مجموعة واسعة من أنماط القهوة.",64.95 AED,in stock,new,"المحامص الخضراء","تحميص الإسبريسو",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636637/greenroasteries/variations/variations/ESS-MOR-BL_var_c42fab50-df44-430a-aadb-cc28d4f81a2b.webp,https://thegreenroasteries.com/product/morning-blend,T-ESS-250G-MOR-BL	,T-ESS-250G-MOR-BL	,adult,unisex,"250 g","Arabic Coffee","تحميص الإسبريسو","","حبوب كاملة","UAE"
66fdd6b4-0e4b-446b-a673-5bcf647ea348,"خلطـــة الصبـــاح - 500 g - حبوب كاملة","تعتبر من أشهر مناطق إنتاج القهوة في نيكاراغوا، حيث تتميز بمذاقها السلس والمتوازن باإلضافة إلى نكهة
الشوكوالتة، ويمكن استخدامها لتحضير مجموعة واسعة من أنماط القهوة.",115.00 AED,in stock,new,"المحامص الخضراء","تحميص الإسبريسو",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636664/greenroasteries/variations/variations/ESS-MOR-BL_var_66fdd6b4-0e4b-446b-a673-5bcf647ea348.webp,https://thegreenroasteries.com/product/morning-blend,T-ESS-500G-MOR-BL,T-ESS-500G-MOR-BL,adult,unisex,"500 g","Arabic Coffee","تحميص الإسبريسو","","حبوب كاملة","UAE"
3eacb312-33c6-44a3-ad0f-bc42b3933103,"خلطـــة الصبـــاح - 1 kg - حبوب كاملة","تعتبر من أشهر مناطق إنتاج القهوة في نيكاراغوا، حيث تتميز بمذاقها السلس والمتوازن باإلضافة إلى نكهة
الشوكوالتة، ويمكن استخدامها لتحضير مجموعة واسعة من أنماط القهوة.",215.00 AED,in stock,new,"المحامص الخضراء","تحميص الإسبريسو",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636403/greenroasteries/variations/variations/ESS-MOR-BL_var_3eacb312-33c6-44a3-ad0f-bc42b3933103.webp,https://thegreenroasteries.com/product/morning-blend,T-ESS-1KG-MOR-BL,T-ESS-1KG-MOR-BL,adult,unisex,"1 kg","Arabic Coffee","تحميص الإسبريسو","","حبوب كاملة","UAE"
2e5b67f6-d9ce-4330-b2ed-f741e503c153,"خلطـــة الصبـــاح - 1 kg - حبوب مطحونة","تعتبر من أشهر مناطق إنتاج القهوة في نيكاراغوا، حيث تتميز بمذاقها السلس والمتوازن باإلضافة إلى نكهة
الشوكوالتة، ويمكن استخدامها لتحضير مجموعة واسعة من أنماط القهوة.",215.00 AED,in stock,new,"المحامص الخضراء","تحميص الإسبريسو",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636537/greenroasteries/variations/variations/ESS-MOR-BL_var_2e5b67f6-d9ce-4330-b2ed-f741e503c153.webp,https://thegreenroasteries.com/product/morning-blend,ESS-1KG-MOR-BL,ESS-1KG-MOR-BL,adult,unisex,"1 kg","Arabic Coffee","تحميص الإسبريسو","","حبوب مطحونة","UAE"
60c34974-647c-4384-8834-f8a414893fc7,"قهـــوة تركيـــة داكنـــة - 1 kg - حبوب مطحونة","تعتبر القهوة التركية فريدة من نوعها لدرجة أنها أدرجت في قائمة التراث الثقافي غير المادي لمنظمة اليونسكو في عام ،2013
وذلك بسبب الممارسات الفريدة التي تدخل في إعدادها وتقديمها، مع بهارات خاصة",165.00 AED,in stock,new,"المحامص الخضراء","تحميص تركي",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636639/greenroasteries/variations/variations/TRKH-SP-DK_var_60c34974-647c-4384-8834-f8a414893fc7.webp,https://thegreenroasteries.com/product/special-turkish-dark,TRKH-SDK-G-1KG,TRKH-SDK-G-1KG,adult,unisex,"1 kg","Arabic Coffee","تحميص تركي","","حبوب مطحونة","UAE"
65f78634-0f79-41e9-9bf3-e4a8939228ac,"قهـــوة تركيـــة داكنـــة - 500 g - حبوب مطحونة","تعتبر القهوة التركية فريدة من نوعها لدرجة أنها أدرجت في قائمة التراث الثقافي غير المادي لمنظمة اليونسكو في عام ،2013
وذلك بسبب الممارسات الفريدة التي تدخل في إعدادها وتقديمها، مع بهارات خاصة",89.95 AED,in stock,new,"المحامص الخضراء","تحميص تركي",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636642/greenroasteries/variations/variations/TRKH-SP-DK_var_65f78634-0f79-41e9-9bf3-e4a8939228ac.webp,https://thegreenroasteries.com/product/special-turkish-dark,TRKH-SDK-G-500G,TRKH-SDK-G-500G,adult,unisex,"500 g","Arabic Coffee","تحميص تركي","","حبوب مطحونة","UAE"
9450ebd6-2d54-40c7-85e9-05d2a6e03b75,"قهـــوة تركيـــة داكنـــة - 250 g - حبوب مطحونة","تعتبر القهوة التركية فريدة من نوعها لدرجة أنها أدرجت في قائمة التراث الثقافي غير المادي لمنظمة اليونسكو في عام ،2013
وذلك بسبب الممارسات الفريدة التي تدخل في إعدادها وتقديمها، مع بهارات خاصة",49.95 AED,in stock,new,"المحامص الخضراء","تحميص تركي",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636681/greenroasteries/variations/variations/TRKH-SP-DK_var_9450ebd6-2d54-40c7-85e9-05d2a6e03b75.webp,https://thegreenroasteries.com/product/special-turkish-dark,TRKH-SDK-G-250G,TRKH-SDK-G-250G,adult,unisex,"250 g","Arabic Coffee","تحميص تركي","","حبوب مطحونة","UAE"
658007d4-9955-413d-bde6-638eaf4ee944,"قهـــوة تركيـــة داكنـــة - 250 g - حبوب كاملة","تعتبر القهوة التركية فريدة من نوعها لدرجة أنها أدرجت في قائمة التراث الثقافي غير المادي لمنظمة اليونسكو في عام ،2013
وذلك بسبب الممارسات الفريدة التي تدخل في إعدادها وتقديمها، مع بهارات خاصة",49.95 AED,in stock,new,"المحامص الخضراء","تحميص تركي",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636684/greenroasteries/variations/variations/TRKH-SP-DK_var_658007d4-9955-413d-bde6-638eaf4ee944.webp,https://thegreenroasteries.com/product/special-turkish-dark,TRKH-SDK-T-250G,TRKH-SDK-T-250G,adult,unisex,"250 g","Arabic Coffee","تحميص تركي","","حبوب كاملة","UAE"
756417df-59f5-421a-b0c8-72c0ad207aa1,"قهـــوة تركيـــة داكنـــة - 500 g - حبوب كاملة","تعتبر القهوة التركية فريدة من نوعها لدرجة أنها أدرجت في قائمة التراث الثقافي غير المادي لمنظمة اليونسكو في عام ،2013
وذلك بسبب الممارسات الفريدة التي تدخل في إعدادها وتقديمها، مع بهارات خاصة",89.95 AED,in stock,new,"المحامص الخضراء","تحميص تركي",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636644/greenroasteries/variations/variations/TRKH-SP-DK_var_756417df-59f5-421a-b0c8-72c0ad207aa1.webp,https://thegreenroasteries.com/product/special-turkish-dark,TRKH-SDK-T-500G,TRKH-SDK-T-500G,adult,unisex,"500 g","Arabic Coffee","تحميص تركي","","حبوب كاملة","UAE"
5b46e8f1-7081-4905-9085-ba3638ae80ac,"قهـــوة تركيـــة داكنـــة - 1 kg - حبوب كاملة","تعتبر القهوة التركية فريدة من نوعها لدرجة أنها أدرجت في قائمة التراث الثقافي غير المادي لمنظمة اليونسكو في عام ،2013
وذلك بسبب الممارسات الفريدة التي تدخل في إعدادها وتقديمها، مع بهارات خاصة",165.00 AED,in stock,new,"المحامص الخضراء","تحميص تركي",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636646/greenroasteries/variations/variations/TRKH-SP-DK_var_5b46e8f1-7081-4905-9085-ba3638ae80ac.webp,https://thegreenroasteries.com/product/special-turkish-dark,TRKH-SDK-T-1KG,TRKH-SDK-T-1KG,adult,unisex,"1 kg","Arabic Coffee","تحميص تركي","","حبوب كاملة","UAE"
3dd799b6-bf56-4e8a-8386-de971693e5c0,"نيكاراغـــوا - 1 kg - حبوب كاملة","تعتبر من أشهر مناطق إنتاج القهوة في نيكاراغوا، حيث تتميز بمذاقها السلس والمتوازن باإلضافة إلى نكهة
الشوكوالتة، ويمكن استخدامها لتحضير مجموعة واسعة من أنماط القهوة.",239.95 AED,in stock,new,"المحامص الخضراء","تحميص الإسبريسو",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636552/greenroasteries/variations/variations/NIC-ESPRS-ROAS_var_3dd799b6-bf56-4e8a-8386-de971693e5c0.webp,https://thegreenroasteries.com/product/nicaragua-1,ESS-1KG-NIC-T,ESS-1KG-NIC-T,adult,unisex,"1 kg","Arabic Coffee","تحميص الإسبريسو","","حبوب كاملة","UAE"
e5be5366-1085-4e2d-91a4-4a20dcd3a9e2,"نيكاراغـــوا - 500 g - حبوب مطحونة","تعتبر من أشهر مناطق إنتاج القهوة في نيكاراغوا، حيث تتميز بمذاقها السلس والمتوازن باإلضافة إلى نكهة
الشوكوالتة، ويمكن استخدامها لتحضير مجموعة واسعة من أنماط القهوة.",129.95 AED,in stock,new,"المحامص الخضراء","تحميص الإسبريسو",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636598/greenroasteries/variations/variations/NIC-ESPRS-ROAS_var_e5be5366-1085-4e2d-91a4-4a20dcd3a9e2.webp,https://thegreenroasteries.com/product/nicaragua-1,ESS-500G-NIC-G	,ESS-500G-NIC-G	,adult,unisex,"500 g","Arabic Coffee","تحميص الإسبريسو","","حبوب مطحونة","UAE"
95a20398-4975-42fd-a3d7-220f5d4e5975,"نيكاراغـــوا - 250 g - حبوب كاملة","تعتبر من أشهر مناطق إنتاج القهوة في نيكاراغوا، حيث تتميز بمذاقها السلس والمتوازن باإلضافة إلى نكهة
الشوكوالتة، ويمكن استخدامها لتحضير مجموعة واسعة من أنماط القهوة.",72.95 AED,in stock,new,"المحامص الخضراء","تحميص الإسبريسو",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636603/greenroasteries/variations/variations/NIC-ESPRS-ROAS_var_95a20398-4975-42fd-a3d7-220f5d4e5975.webp,https://thegreenroasteries.com/product/nicaragua-1,ESS-250G-NIC-T,ESS-250G-NIC-T,adult,unisex,"250 g","Arabic Coffee","تحميص الإسبريسو","","حبوب كاملة","UAE"
cd3e32ce-60cf-4250-923c-e1af14af55a2,"نيكاراغـــوا - 500 g - حبوب كاملة","تعتبر من أشهر مناطق إنتاج القهوة في نيكاراغوا، حيث تتميز بمذاقها السلس والمتوازن باإلضافة إلى نكهة
الشوكوالتة، ويمكن استخدامها لتحضير مجموعة واسعة من أنماط القهوة.",129.95 AED,in stock,new,"المحامص الخضراء","تحميص الإسبريسو",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636604/greenroasteries/variations/variations/NIC-ESPRS-ROAS_var_cd3e32ce-60cf-4250-923c-e1af14af55a2.webp,https://thegreenroasteries.com/product/nicaragua-1,ESS-500G-NIC-T	,ESS-500G-NIC-T	,adult,unisex,"500 g","Arabic Coffee","تحميص الإسبريسو","","حبوب كاملة","UAE"
c935d772-7d74-4479-9ee8-c1869537a86b,"نيكاراغـــوا - 1 kg - حبوب مطحونة","تعتبر من أشهر مناطق إنتاج القهوة في نيكاراغوا، حيث تتميز بمذاقها السلس والمتوازن باإلضافة إلى نكهة
الشوكوالتة، ويمكن استخدامها لتحضير مجموعة واسعة من أنماط القهوة.",239.95 AED,in stock,new,"المحامص الخضراء","تحميص الإسبريسو",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636541/greenroasteries/variations/variations/NIC-ESPRS-ROAS_var_c935d772-7d74-4479-9ee8-c1869537a86b.webp,https://thegreenroasteries.com/product/nicaragua-1,ESS-1KG-NIC-G,ESS-1KG-NIC-G,adult,unisex,"1 kg","Arabic Coffee","تحميص الإسبريسو","","حبوب مطحونة","UAE"
c91577fd-4f8b-4d52-a128-3730cf26edd2,"نيكاراغـــوا - 250 g - حبوب مطحونة","تعتبر من أشهر مناطق إنتاج القهوة في نيكاراغوا، حيث تتميز بمذاقها السلس والمتوازن باإلضافة إلى نكهة
الشوكوالتة، ويمكن استخدامها لتحضير مجموعة واسعة من أنماط القهوة.",72.95 AED,in stock,new,"المحامص الخضراء","تحميص الإسبريسو",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636595/greenroasteries/variations/variations/NIC-ESPRS-ROAS_var_c91577fd-4f8b-4d52-a128-3730cf26edd2.webp,https://thegreenroasteries.com/product/nicaragua-1,ESS-250G-NIC-G,ESS-250G-NIC-G,adult,unisex,"250 g","Arabic Coffee","تحميص الإسبريسو","","حبوب مطحونة","UAE"
221ba131-2875-4ab8-b739-77e813dcdedc,"تشكيلة فواكه مجففة بالتجميد الفاخر - 500 g","",67.95 AED,in stock,new,"المحامص الخضراء","مكسرات وفواكه مجففة",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636284/greenroasteries/products/products/FRT-LX.webp,https://thegreenroasteries.com/product/premium-freeze-dried-fruit-medley,FRT-LX-500G,FRT-LX-500G,adult,unisex,"500 g","Arabic Coffee","مكسرات وفواكه مجففة","","","UAE"
ca53fc77-c488-45d4-8fc9-99c37ee38f92,"تشكيلة فواكه مجففة بالتجميد الفاخر - 1 kg","",237.95 AED,in stock,new,"المحامص الخضراء","مكسرات وفواكه مجففة",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636284/greenroasteries/products/products/FRT-LX.webp,https://thegreenroasteries.com/product/premium-freeze-dried-fruit-medley,FRT-LX-1KG,FRT-LX-1KG,adult,unisex,"1 kg","Arabic Coffee","مكسرات وفواكه مجففة","","","UAE"
b2d9ffb9-df6f-4ed3-b24a-7f9a26fb6aa9,"تشكيلة فواكه مجففة بالتجميد الفاخر - 250 g","",49.95 AED,in stock,new,"المحامص الخضراء","مكسرات وفواكه مجففة",Food, Beverages & Tobacco > Beverages > Coffee,https://res.cloudinary.com/dgcexgq5g/image/upload/v1751636284/greenroasteries/products/products/FRT-LX.webp,https://thegreenroasteries.com/product/premium-freeze-dried-fruit-medley,FRT-LX-250G,FRT-LX-250G,adult,unisex,"250 g","Arabic Coffee","مكسرات وفواكه مجففة","","","UAE"
